review_id,emp_id,review_year,rating,manager_comment
1894,947,2023,1,Highly motivated and reliable
1895,948,2022,4,Excellent team player and communicator
1896,948,2023,3,Outstanding performance this year
1897,949,2022,3,"Below expectations, requires coaching"
1898,949,2023,3,Excellent team player and communicator
1899,950,2022,4,Consistently delivers high-quality work
1900,950,2023,5,Consistently delivers high-quality work
1901,951,2022,3,Highly motivated and reliable
1902,951,2023,5,Excellent team player and communicator
1903,952,2022,4,"Meets expectations, room to grow"
1904,952,2023,4,Excellent team player and communicator
1905,953,2022,4,Consistently delivers high-quality work
1906,953,2023,2,Outstanding performance this year
1907,954,2022,3,Struggles with deadlines occasionally
1908,954,2023,3,"Meets expectations, room to grow"
1909,955,2022,4,Excellent team player and communicator
1910,955,2023,2,Struggles with deadlines occasionally
1911,956,2022,4,Highly motivated and reliable
1912,956,2023,2,"Below expectations, requires coaching"
1913,957,2022,3,Struggles with deadlines occasionally
1914,957,2023,1,Struggles with deadlines occasionally
1915,958,2022,3,Outstanding performance this year
1916,958,2023,3,Consistently delivers high-quality work
1917,959,2022,3,Struggles with deadlines occasionally
1918,959,2023,2,Great initiative and problem-solving skills
1919,960,2022,5,"Below expectations, requires coaching"
1920,960,2023,4,Consistently delivers high-quality work
1921,961,2022,4,Needs improvement in time management
1922,961,2023,4,Needs improvement in time management
1923,962,2022,4,Great initiative and problem-solving skills
1924,962,2023,4,"Meets expectations, room to grow"
1925,963,2022,2,Outstanding performance this year
1926,963,2023,4,Great initiative and problem-solving skills
1927,964,2022,1,"Meets expectations, room to grow"
1928,964,2023,2,Outstanding performance this year
1929,965,2022,4,Great initiative and problem-solving skills
1930,965,2023,4,Great initiative and problem-solving skills
1931,966,2022,3,"Good technical skills, improve soft skills"
1932,966,2023,5,Excellent team player and communicator
1933,967,2022,2,Great initiative and problem-solving skills
1934,967,2023,1,Excellent team player and communicator
1935,968,2022,3,"Below expectations, requires coaching"
1936,968,2023,3,Highly motivated and reliable
1937,969,2022,3,Great initiative and problem-solving skills
1938,969,2023,5,"Meets expectations, room to grow"
1939,970,2022,4,"Good technical skills, improve soft skills"
1940,970,2023,5,"Meets expectations, room to grow"
1941,971,2022,5,"Good technical skills, improve soft skills"
1942,971,2023,5,"Good technical skills, improve soft skills"
1943,972,2022,3,"Good technical skills, improve soft skills"
1944,972,2023,2,Highly motivated and reliable
1945,973,2022,3,Highly motivated and reliable
1946,973,2023,3,Great initiative and problem-solving skills
1947,974,2022,5,"Good technical skills, improve soft skills"
1948,974,2023,5,Great initiative and problem-solving skills
1949,975,2022,3,Outstanding performance this year
1950,975,2023,4,"Good technical skills, improve soft skills"
1951,976,2022,4,Outstanding performance this year
1952,976,2023,1,Great initiative and problem-solving skills
1953,977,2022,5,Struggles with deadlines occasionally
1954,977,2023,1,Excellent team player and communicator
1955,978,2022,3,Outstanding performance this year
1956,978,2023,1,Consistently delivers high-quality work
1957,979,2022,4,Consistently delivers high-quality work
1958,979,2023,3,Consistently delivers high-quality work
1959,980,2022,4,Excellent team player and communicator
1960,980,2023,3,"Good technical skills, improve soft skills"
1961,981,2022,5,"Below expectations, requires coaching"
1962,981,2023,4,"Below expectations, requires coaching"
1963,982,2022,4,"Below expectations, requires coaching"
1964,982,2023,3,Great initiative and problem-solving skills
1965,983,2022,3,Great initiative and problem-solving skills
1966,983,2023,3,Excellent team player and communicator
1967,984,2022,4,Struggles with deadlines occasionally
1968,984,2023,3,"Below expectations, requires coaching"
1969,985,2022,2,Struggles with deadlines occasionally
1970,985,2023,5,Struggles with deadlines occasionally
1971,986,2022,4,Highly motivated and reliable
1972,986,2023,5,Excellent team player and communicator
1973,987,2022,5,Highly motivated and reliable
1974,987,2023,5,Consistently delivers high-quality work
1975,988,2022,4,"Meets expectations, room to grow"
1976,988,2023,5,Highly motivated and reliable
1977,989,2022,4,"Meets expectations, room to grow"
1978,989,2023,5,"Meets expectations, room to grow"
1979,990,2022,3,Outstanding performance this year
1980,990,2023,4,"Below expectations, requires coaching"
1981,991,2022,5,Struggles with deadlines occasionally
1982,991,2023,3,"Below expectations, requires coaching"
1983,992,2022,3,Highly motivated and reliable
1984,992,2023,4,Consistently delivers high-quality work
1985,993,2022,4,Needs improvement in time management
1986,993,2023,4,Needs improvement in time management
1987,994,2022,4,Excellent team player and communicator
1988,994,2023,3,Outstanding performance this year
1989,995,2022,3,Excellent team player and communicator
1990,995,2023,3,"Meets expectations, room to grow"
1991,996,2022,5,Highly motivated and reliable
1992,996,2023,4,"Good technical skills, improve soft skills"
1993,997,2022,4,Great initiative and problem-solving skills
1994,997,2023,5,Needs improvement in time management
1995,998,2022,4,Consistently delivers high-quality work
1996,998,2023,5,"Good technical skills, improve soft skills"
1997,999,2022,5,Needs improvement in time management
1998,999,2023,5,Great initiative and problem-solving skills
1999,1000,2022,3,Outstanding performance this year
2000,1000,2023,2,Excellent team player and communicator
